origin,variant,rule_type
ㅇㄱ,ᄋ*ᄀ,특수문자 삽입
ㅇㄱ,.ᄋᄀ,특수문자 삽입
ㅇㄱ,ᄋ#ᄀ,특수문자 삽입
ㅇㄱ,ᄋ_ᄀ,특수문자 삽입
육갑,~육갑,특수문자 삽입
육갑,육갑갑갑,반복
ㅇㄱ,ᄋᄀ@,특수문자 삽입
ㅇㄱ,ᄋ-ᄀ,특수문자 삽입
육갑,육갑*,특수문자 삽입
ㅇㄱ,○ᄀ,동형문자 변형
육갑,육갑_,특수문자 삽입
육갑,육*갑,특수문자 삽입
육갑,육.갑,특수문자 삽입
육갑,육-갑,특수문자 삽입
ㅇㄱ,ᄋᄀ*,특수문자 삽입
ㅇㄱ,ᄋᄀᄀ,반복
ㅇㄱ,#ᄋᄀ,특수문자 삽입
육갑,육갑-,특수문자 삽입
육갑,육%갑,특수문자 삽입
ㅇㄱ,ᄋᄀ-,특수문자 삽입
육갑,@육갑,특수문자 삽입
육갑,ᄋᄀ,초성화
육갑,육갑@,특수문자 삽입
ㅇㄱ,ᄋ.ᄀ,특수문자 삽입
ㅇㄱ,ᄋᄀᄀᄀ,반복
육갑,육^갑,특수문자 삽입
ㅇㄱ,ᄋᄀᄀᄀᄀ,반복
ㅇㄱ,ᄋᄀ^,특수문자 삽입
ㅇㄱ,ᄋᄋᄋᄀ,반복
ㅇㄱㄸ,ᄋ~ᄀᄄ,특수문자 삽입
육갑떨,*육갑떨,특수문자 삽입
육갑떨,육갑떨떨떨떨,반복
육갑떨,육갑떨-,특수문자 삽입
ㅇㄱㄸ,ᄋ%ᄀᄄ,특수문자 삽입
ㅇㄱㄸ,ᄋᄀ#ᄄ,특수문자 삽입
ㅇㄱㄸ,ᄋᄀ_ᄄ,특수문자 삽입
육갑떨,육 갑떨,특수문자 삽입
육갑떨,육갑떨#,특수문자 삽입
육갑떨,육^갑떨,특수문자 삽입
육갑떨,^육갑떨,특수문자 삽입
육갑떨,육#갑떨,특수문자 삽입
육갑떨,육갑갑떨,반복
ㅇㄱㄸ,ᄋᄀᄄ%,특수문자 삽입
ㅇㄱㄸ,ᄋ_ᄀᄄ,특수문자 삽입
ㅇㄱㄸ,ᄋᄀᄄᄄ,반복
ㅇㄱㄸ,ᄋᄀᄄᄄᄄᄄ,반복
육갑떨,육갑떨~,특수문자 삽입
ㅇㄱㄸ,ᄋᄀᄄ,특수문자 삽입
육갑떨,육갑@떨,특수문자 삽입
ㅇㄱㄸ,ᄋΓᄄ,동형문자 변형
ㅇㄱㄸ,ᄋᄀ-ᄄ,특수문자 삽입
육갑떨,육갑.떨,특수문자 삽입
ㅇㄱㄸ,~ᄋᄀᄄ,특수문자 삽입
ㅇㄱㄸ,ᄋᄀ%ᄄ,특수문자 삽입
ㅇㄱㄸ,^ᄋᄀᄄ,특수문자 삽입
ㅇㄱㄸ,.ᄋᄀᄄ,특수문자 삽입
육갑떨,육갑 떨,특수문자 삽입
육갑떨,육갑^떨,특수문자 삽입
ㅇㄱㄸ,ᄋ.ᄀᄄ,특수문자 삽입
ㅇㄱㄸ,ᄋᄀᄄ@,특수문자 삽입
육갑떨,육갑떨^,특수문자 삽입
ㅇㄱㄸ,*ᄋᄀᄄ,특수문자 삽입
ㅇㄱㄸ,ᄋᄋᄋᄀᄄ,반복
ㅇㄱㄸ,ᄋᄀ.ᄄ,특수문자 삽입
ㅇㄱㄸ,ᄋᄀ@ᄄ,특수문자 삽입
ㅇㄱㄸ,○ᄀᄄ,동형문자 변형
육갑떨,육갑_떨,특수문자 삽입
육갑떨,@육갑떨,특수문자 삽입
ㅇㄱㄸ,ᄋᄀᄀᄄ,반복
ㅇㄱㄸ,ᄋᄋᄀᄄ,반복
ㅇㄱㄸ,ᄋ-ᄀᄄ,특수문자 삽입
육갑떨,ᄋᄀᄄ,초성화(비한글 보존)
ㅇㄱㄸ,ᄋᄀᄀᄀᄄ,반복
ㅇㄱㄸ,ᄋᄀᄄ.,특수문자 삽입
육갑떨,육갑#떨,특수문자 삽입
ㅇㄱㄸ,ᄋᄀ*ᄄ,특수문자 삽입
육갑떨,육갑떨_,특수문자 삽입
ㅇㅅㄹ,ᄋᄋᄋᄉᄅ,반복
ㅇㅅㄹ,ᄋᄉᄅ,특수문자 삽입
육시랄,육.시랄,특수문자 삽입
ㅇㅅㄹ,○ᄉᄅ,동형문자 변형
육시랄,육시랄%,특수문자 삽입
육시랄,육_시랄,특수문자 삽입
육시랄,육시_랄,특수문자 삽입
육시랄,육시*랄,특수문자 삽입
ㅇㅅㄹ,ᄋᄉᄅ^,특수문자 삽입
ㅇㅅㄹ,ᄋ#ᄉᄅ,특수문자 삽입
육시랄,육시랄^,특수문자 삽입
ㅇㅅㄹ,ᄋᄉᄅ%,특수문자 삽입
육시랄,육시-랄,특수문자 삽입
ㅇㅅㄹ,#ᄋᄉᄅ,특수문자 삽입
ㅇㅅㄹ,~ᄋᄉᄅ,특수문자 삽입
육시랄,육시랄_,특수문자 삽입
ㅇㅅㄹ,ᄋᄌᄅ,자판오타
육시랄,_육시랄,특수문자 삽입
육시랄,육육육시랄,반복
ㅇㅅㄹ,-ᄋᄉᄅ,특수문자 삽입
육시랄,육시랄랄랄랄,반복
ㅇㅅㄹ,ᄋᄉ*ᄅ,특수문자 삽입
육시랄,%육시랄,특수문자 삽입
육시랄,육시^랄,특수문자 삽입
육시랄,육~시랄,특수문자 삽입
ㅇㅅㄹ,ᄋᄉ.ᄅ,특수문자 삽입
육시랄,ᄋᄉᄅ,초성화(비한글 보존)
ㅇㅅㄹ,ᄋᄂᄅ,자판오타
ㅇㅅㄹ,ᄋᄉ#ᄅ,특수문자 삽입
ㅇㅅㄹ,〇ᄉᄅ,동형문자 변형
육시랄,육%시랄,특수문자 삽입
ㅇㅅㄹ,ᄋᄉᄅᄅᄅ,반복
ㅇㅅㄹ,ᄋᄉᄅ-,특수문자 삽입
육시랄,육시랄랄,반복
육시랄,.육시랄,특수문자 삽입
ㅇㅅㄹ,.ᄋᄉᄅ,특수문자 삽입
육시랄,*육시랄,특수문자 삽입
육시랄,육시시시랄,반복
ㅇㅅㄹ,ᄋᄉᄅ@,특수문자 삽입
육시랄,육시~랄,특수문자 삽입
ㅇㅅㄹ,ᄋᄉᄅᄅᄅᄅ,반복
ㅇㅅㄹ,ᄋᄉᄅ.,특수문자 삽입
ㅇㅅㄹ,ᄋᄉᄉᄅ,반복
육시랄,^육시랄,특수문자 삽입
육시랄,육육시랄,반복
ㅇㅅㄹ,ᄋᄉᄅ*,특수문자 삽입
ㅇㅅㄹ,ᄋᄉ ᄅ,특수문자 삽입
ㅇㅅㄹ,ᄋᄉ_ᄅ,특수문자 삽입
ㅈㄱ,ᄌᄀᄀᄀ,반복
잡것,잡것*,특수문자 삽입
잡것,.잡것,특수문자 삽입
잡것,잡것것,반복
잡것,잡것%,특수문자 삽입
잡것,ᄌᄀ,초성화(비한글 보존)
ㅈㄱ,ᄌᄀ~,특수문자 삽입
잡것,잡잡것,반복
ㅈㄱ,ᄌᄀ-,특수문자 삽입
잡것,잡것#,특수문자 삽입
잡것,잡@것,특수문자 삽입
잡것,-잡것,특수문자 삽입
ㅈㄱ,ᄌᄌᄌᄀ,반복
ㅈㄱ,-ᄌᄀ,특수문자 삽입
ㅈㄱ,ᄌᄀᄀ,반복
ㅈㄱ,^ᄌᄀ,특수문자 삽입
잡것,잡것-,특수문자 삽입
잡것,_잡것,특수문자 삽입
ㅈㄱ,ᄌ@ᄀ,특수문자 삽입
잡것,잡.것,특수문자 삽입
잡것,잡*것,특수문자 삽입
잡것,잡잡잡것,반복
ㅈㄱ,ᄌᄀ@,특수문자 삽입
ㅈㄱ,ᄌΓ,동형문자 변형
잡것,잡 것,특수문자 삽입
ㅈㄱ,ᄌ-ᄀ,특수문자 삽입
ㅈㄱ,ᄌᄀ%,특수문자 삽입
잡것,잡_것,특수문자 삽입
잡것,잡%것,특수문자 삽입
잡것,잡#것,특수문자 삽입
잡것,~잡것,특수문자 삽입
ㅈㄱ,ᄌᄀ#,특수문자 삽입
ㅈㄱ,*ᄌᄀ,특수문자 삽입
ㅈㄱ,ᄌ ᄀ,특수문자 삽입
잡것,*잡것,특수문자 삽입
잡것,잡것^,특수문자 삽입
ㅈㄱ,ᄌᄀᄀᄀᄀ,반복
잡것,잡것~,특수문자 삽입
잡것,잡-것,특수문자 삽입
잡것,#잡것,특수문자 삽입
ㅈㄱ,ᄌᄀ,동형문자 변형
잡것,잡^것,특수문자 삽입
잡것,잡것@,특수문자 삽입
ㅈㄱ,ᄌ.ᄀ,특수문자 삽입
ㅈㄱ,ᄌ~ᄀ,특수문자 삽입
ㅈㄱ,~ᄌᄀ,특수문자 삽입
잡년,@잡년,특수문자 삽입
ㅈㄴ,ᄌᄂ,특수문자 삽입
잡년,_잡년,특수문자 삽입
ㅈㄴ,ᄌᄂᄂᄂ,반복
ㅈㄴ,ᄌ#ᄂ,특수문자 삽입
잡년,-잡년,특수문자 삽입
ㅈㄴ,ᄌ-ᄂ,특수문자 삽입
잡년,.잡년,특수문자 삽입
잡년,잡%년,특수문자 삽입
잡년,잡년#,특수문자 삽입
ㅈㄴ,ᄌᄂᄂ,반복
ㅈㄴ,ᄌ%ᄂ,특수문자 삽입
잡년,잡년년년년,반복
잡년,잡@년,특수문자 삽입
잡년,잡년-,특수문자 삽입
잡년,*잡년,특수문자 삽입
잡년,~잡년,특수문자 삽입
잡년,잡년*,특수문자 삽입
ㅈㄴ,ᄌᄂ%,특수문자 삽입
ㅈㄴ,ᄌ*ᄂ,특수문자 삽입
ㅈㄴ,ᄌᄂ#,특수문자 삽입
잡년,잡^년,특수문자 삽입
잡년,^잡년,특수문자 삽입
잡년,잡~년,특수문자 삽입
ㅈㄴ,ᄌᄂ-,특수문자 삽입
ㅈㄴ,@ᄌᄂ,특수문자 삽입
ㅈㄴ,ᄌ_ᄂ,특수문자 삽입
ㅈㄴ,ᄌ^ᄂ,특수문자 삽입
잡년,잡잡잡년,반복
잡년,잡 년,특수문자 삽입
잡년,ᄌᄂ,초성화(비한글 보존)
잡년,잡년^,특수문자 삽입
ㅈㄴ,*ᄌᄂ,특수문자 삽입
ㅈㄴ,-ᄌᄂ,특수문자 삽입
잡년,잡년%,특수문자 삽입
ㅈㄴ,ᄌ@ᄂ,특수문자 삽입
ㅈㄴ,ᄌ~ᄂ,특수문자 삽입
ㅈㄴ,#ᄌᄂ,특수문자 삽입
잡년,잡년_,특수문자 삽입
ㅈㄴ,ᄌᄂ*,특수문자 삽입
잡년,잡년년년,반복
ㅈㄴ,.ᄌᄂ,특수문자 삽입
ㅈㄴ,ᄇᄂ,자판오타
잡년,잡년년,반복
ㅈㄴ,ᄌᄂ^,특수문자 삽입
잡년,잡년.,특수문자 삽입
잡년,잡_년,특수문자 삽입
ㅈㄴ,ᄌᄌᄌᄂ,반복
ㅈㄴ,ᄌᄌᄂ,반복
잡놈,잡놈^,특수문자 삽입
ㅈㄴ,~ᄌᄂ,특수문자 삽입
잡놈,잡놈~,특수문자 삽입
잡놈,잡놈놈놈,반복
잡놈,잡@놈,특수문자 삽입
ㅈㄴ,ᄌᄂ.,특수문자 삽입
잡놈,#잡놈,특수문자 삽입
잡놈,잡#놈,특수문자 삽입
잡놈,잡놈%,특수문자 삽입
잡놈,-잡놈,특수문자 삽입
ㅈㄴ,ᄌᄂᄂᄂᄂ,반복
잡놈,*잡놈,특수문자 삽입
잡놈,_잡놈,특수문자 삽입
ㅈㄴ,%ᄌᄂ,특수문자 삽입
ㅈㄴ,ᄌᄂ~,특수문자 삽입
ㅈㄴ,ᄌᄂ@,특수문자 삽입
ㅈㄴ,ᄉᄂ,자판오타
잡놈,ᄌᄂ,초성화
ㅈㄴ,ᄃᄂ,자판오타
잡놈,잡~놈,특수문자 삽입
ㅈㄴ,^ᄌᄂ,특수문자 삽입
잡놈,잡-놈,특수문자 삽입
ㅈㄴ,ᄌ ᄂ,특수문자 삽입
잡놈,잡_놈,특수문자 삽입
잡놈,~잡놈,특수문자 삽입
잡놈,잡.놈,특수문자 삽입
잡놈,잡잡잡놈,반복
잡놈,잡놈*,특수문자 삽입
잡놈,.잡놈,특수문자 삽입
잡놈,%잡놈,특수문자 삽입
잡놈,잡*놈,특수문자 삽입
ㅈㅅㄲ,ᄌᄉᄁ%,특수문자 삽입
ㅈㅅㄲ,ᄌᄉᄉᄁ,반복
ㅈㅅㄲ,ᄌᄉᄁ@,특수문자 삽입
ㅈㅅㄲ,ᄌᄉ@ᄁ,특수문자 삽입
ㅈㅅㄲ,ᄌᄉᄁ-,특수문자 삽입
ㅈㅅㄲ,ᄌ.ᄉᄁ,특수문자 삽입
ㅈㅅㄲ,.ᄌᄉᄁ,특수문자 삽입
ㅈㅅㄲ,%ᄌᄉᄁ,특수문자 삽입
잡새끼,잡새끼~,특수문자 삽입
잡새끼,-잡새끼,특수문자 삽입
잡새끼,잡새.끼,특수문자 삽입
ㅈㅅㄲ,ᄌᄉ_ᄁ,특수문자 삽입
ㅈㅅㄲ,ᄌ∧ᄁ,동형문자 변형
잡새끼,잡새#끼,특수문자 삽입
ㅈㅅㄲ,ᄌ^ᄉᄁ,특수문자 삽입
잡새끼,잡새-끼,특수문자 삽입
ㅈㅅㄲ,ᄌᄉ*ᄁ,특수문자 삽입
잡새끼,.잡새끼,특수문자 삽입
잡새끼,^잡새끼,특수문자 삽입
ㅈㅅㄲ,ᄌ*ᄉᄁ,특수문자 삽입
잡새끼,잡새@끼,특수문자 삽입
ㅈㅅㄲ,-ᄌᄉᄁ,특수문자 삽입
ㅈㅅㄲ,ᄌ~ᄉᄁ,특수문자 삽입
잡새끼,잡새끼끼끼끼,반복
잡새끼,잡#새끼,특수문자 삽입
ㅈㅅㄲ,~ᄌᄉᄁ,특수문자 삽입
잡새끼,잡%새끼,특수문자 삽입
잡새끼,잡새끼-,특수문자 삽입
ㅈㅅㄲ,ᄌᄉᄁᄁ,반복
ㅈㅅㄲ,ᄌᄉᄁ,특수문자 삽입
ㅈㅅㄲ,ᄌᄉ^ᄁ,특수문자 삽입
잡새끼,잡새끼.,특수문자 삽입
잡새끼,잡새끼@,특수문자 삽입
ㅈㅅㄲ,ᄌᄉᄁ_,특수문자 삽입
잡새끼,잡새*끼,특수문자 삽입
ㅈㅅㄲ,ᄌᄉᄁ~,특수문자 삽입
잡새끼,잡새_끼,특수문자 삽입
ㅈㅅㄲ,ᄌ ᄉᄁ,특수문자 삽입
ㅈㅅㄲ,ᄌ_ᄉᄁ,특수문자 삽입
ㅈㅅㄲ,*ᄌᄉᄁ,특수문자 삽입
잡새끼,잡새 끼,특수문자 삽입
ㅈㅅㄲ,ᄌᄌᄁ,자판오타
잡새끼,잡새끼%,특수문자 삽입
잡새끼,잡~새끼,특수문자 삽입
잡새끼,잡*새끼,특수문자 삽입
ㅈㅅㄲ,ᄌᄉᄁ.,특수문자 삽입
잡새끼,잡 새끼,특수문자 삽입
잡새끼,잡새끼*,특수문자 삽입
ㅈㅅㄲ,ᄌᄉᄉᄉᄁ,반복
ㅈㅅㄲ,ᄌᄉ~ᄁ,특수문자 삽입
ㅈㅌㄴ,#ᄌᄐᄂ,특수문자 삽입
ㅈㅌㄴ,ᄌᄐᄐᄂ,반복
ㅈㅌㄴ,ᄌᄐᄂ,특수문자 삽입
잡탱년,잡탱@년,특수문자 삽입
잡탱년,잡#탱년,특수문자 삽입
ㅈㅌㄴ,ᄌᄐᄂᄂᄂ,반복
ㅈㅌㄴ,ᄌ-ᄐᄂ,특수문자 삽입
잡탱년,잡 탱년,특수문자 삽입
잡탱년,잡탱^년,특수문자 삽입
잡탱년,잡탱*년,특수문자 삽입
잡탱년,잡~탱년,특수문자 삽입
잡탱년,@잡탱년,특수문자 삽입
잡탱년,잡탱_년,특수문자 삽입
잡탱년,잡탱년%,특수문자 삽입
ㅈㅌㄴ,ᄌᄐᄂ^,특수문자 삽입
ㅈㅌㄴ,ᄌ*ᄐᄂ,특수문자 삽입
잡탱년,잡탱년-,특수문자 삽입
ㅈㅌㄴ,ᄌᄐ#ᄂ,특수문자 삽입
잡탱년,잡%탱년,특수문자 삽입
잡탱년,ᄌᄐᄂ,초성화
ㅈㅌㄴ,ᄌᄐᄂ%,특수문자 삽입
ㅈㅌㄴ,ᄌ_ᄐᄂ,특수문자 삽입
잡탱년,잡*탱년,특수문자 삽입
ㅈㅌㄴ,~ᄌᄐᄂ,특수문자 삽입
ㅈㅌㄴ,ᄌᄐ-ᄂ,특수문자 삽입
ㅈㅌㄴ,ᄌᄐ%ᄂ,특수문자 삽입
ㅈㅌㄴ,@ᄌᄐᄂ,특수문자 삽입
ㅈㅌㄴ,_ᄌᄐᄂ,특수문자 삽입
ㅈㅌㄴ,ᄌ%ᄐᄂ,특수문자 삽입
잡탱년,잡탱년*,특수문자 삽입
ㅈㅌㄴ,*ᄌᄐᄂ,특수문자 삽입
잡탱년,잡탱년년,반복
잡탱년,잡탱탱년,반복
ㅈㅌㄴ,ᄌᄐ^ᄂ,특수문자 삽입
잡탱년,잡탱년^,특수문자 삽입
ㅈㅌㄴ,ᄃᄐᄂ,자판오타
ㅈㅌㄴ,ᄌᄐ*ᄂ,특수문자 삽입
잡탱년,잡.탱년,특수문자 삽입
잡탱년,잡잡잡탱년,반복
ㅈㅌㄴ,ᄉᄐᄂ,자판오타
잡탱년,잡탱%년,특수문자 삽입
ㅈㅌㄴ,ᄌ~ᄐᄂ,특수문자 삽입
ㅈㅌㄴ,ᄌ ᄐᄂ,특수문자 삽입
잡탱년,-잡탱년,특수문자 삽입
ㅈㅌㄴ,ᄌᄐ@ᄂ,특수문자 삽입
잡탱년,잡_탱년,특수문자 삽입
잡탱년,%잡탱년,특수문자 삽입
잡탱년,잡탱년년년년,반복
ㅈㅌㄴ,ᄌᄌᄐᄂ,반복
장애자,장_애자,특수문자 삽입
ㅈㅇㅈ,#ᄌᄋᄌ,특수문자 삽입
장애자,장애자,특수문자 삽입
ㅈㅇㅈ,ᄌᄋᄌ_,특수문자 삽입
ㅈㅇㅈ,ᄌᄋ^ᄌ,특수문자 삽입
ㅈㅇㅈ,ᄌᄋ~ᄌ,특수문자 삽입
ㅈㅇㅈ,ᄃᄋᄌ,자판오타
ㅈㅇㅈ,ᄌ@ᄋᄌ,특수문자 삽입
ㅈㅇㅈ,ᄌᄋᄌᄌ,반복
장애자,장애.자,특수문자 삽입
ㅈㅇㅈ,ᄌᄋᄋᄋᄌ,반복
장애자,장애자~,특수문자 삽입
ㅈㅇㅈ,ᄌ_ᄋᄌ,특수문자 삽입
장애자,장애~자,특수문자 삽입
장애자,장장장애자,반복
장애자,장애*자,특수문자 삽입
장애자,^장애자,특수문자 삽입
ㅈㅇㅈ,ᄌᄋ.ᄌ,특수문자 삽입
ㅈㅇㅈ,ᄌᄋ_ᄌ,특수문자 삽입
ㅈㅇㅈ,ᄌᄋᄌ,특수문자 삽입
ㅈㅇㅈ,ᄌᄋᄋᄌ,반복
ㅈㅇㅈ,ᄌ〇ᄌ,동형문자 변형
장애자,장애자*,특수문자 삽입
장애자,장^애자,특수문자 삽입
ㅈㅇㅈ,ᄌᄌᄋᄌ,반복
장애자,장애자#,특수문자 삽입
장애자,장~애자,특수문자 삽입
장애자,장애자-,특수문자 삽입
장애자,장#애자,특수문자 삽입
ㅈㅇㅈ,%ᄌᄋᄌ,특수문자 삽입
ㅈㅇㅈ,ᄌᄋ@ᄌ,특수문자 삽입
ㅈㅇㅈ,ᄌᄋᄌ^,특수문자 삽입
장애자,장애자자자,반복
장애자,장애자자,반복
ㅈㅇㅈ,ᄌ○ᄌ,동형문자 변형
장애자,장애자^,특수문자 삽입
ㅈㅇㅈ,ᄌᄋ ᄌ,특수문자 삽입
ㅈㅇㅈ,.ᄌᄋᄌ,특수문자 삽입
ㅈㅇㅈ,ᄇᄋᄌ,자판오타
장애자,%장애자,특수문자 삽입
ㅈㅇㅈ,ᄌᄋ-ᄌ,특수문자 삽입
ㅈㅇㅈ,ᄌ#ᄋᄌ,특수문자 삽입
장애자,장애애애자,반복
장애자,장애자@,특수문자 삽입
장애자,장-애자,특수문자 삽입
ㅈㅇㅈ,ᄌ*ᄋᄌ,특수문자 삽입
ㅈㅇㅈ,ᄌᄋᄌ%,특수문자 삽입
ㅈㅇㅈ,ᄌ◯ᄌ,동형문자 변형
ㅈㅇㅈ,ᄌᄋᄌᄌᄌ,반복
ㅈㅇㅈ,_ᄌᄋᄌ,특수문자 삽입
조쟁이,조-쟁이,특수문자 삽입
조쟁이,ᄌᄌᄋ,초성화(비한글 보존)
조쟁이,조쟁 이,특수문자 삽입
조쟁이,#조쟁이,특수문자 삽입
조쟁이,조쟁쟁이,반복
조쟁이,~조쟁이,특수문자 삽입
ㅈㅈㅇ,ᄌ#ᄌᄋ,특수문자 삽입
ㅈㅈㅇ,#ᄌᄌᄋ,특수문자 삽입
조쟁이,조쟁이^,특수문자 삽입
ㅈㅈㅇ,ᄌᄌᄋ~,특수문자 삽입
ㅈㅈㅇ,ᄌᄃᄋ,자판오타
ㅈㅈㅇ,~ᄌᄌᄋ,특수문자 삽입
조쟁이,조쟁*이,특수문자 삽입
ㅈㅈㅇ,ᄇᄌᄋ,자판오타
조쟁이,.조쟁이,특수문자 삽입
ㅈㅈㅇ,ᄌᄌᄋ.,특수문자 삽입
조쟁이,조쟁이이이이,반복
조쟁이,조%쟁이,특수문자 삽입
조쟁이,%조쟁이,특수문자 삽입
ㅈㅈㅇ,ᄌᄌ~ᄋ,특수문자 삽입
ㅈㅈㅇ,%ᄌᄌᄋ,특수문자 삽입
조쟁이,조쟁^이,특수문자 삽입
조쟁이,조쟁~이,특수문자 삽입
조쟁이,@조쟁이,특수문자 삽입
ㅈㅈㅇ,ᄌ-ᄌᄋ,특수문자 삽입
조쟁이,조쟁쟁쟁이,반복
조쟁이,조쟁이_,특수문자 삽입
조쟁이,조.쟁이,특수문자 삽입
ㅈㅈㅇ,ᄌᄌᄋ_,특수문자 삽입
ㅈㅈㅇ,ᄌᄌᄋ,특수문자 삽입
조쟁이,조쟁이-,특수문자 삽입
ㅈㅈㅇ,ᄌᄌᄋ-,특수문자 삽입
ㅈㅈㅇ,ᄌᄉᄋ,자판오타
ㅈㅈㅇ,ᄌᄌ#ᄋ,특수문자 삽입
ㅈㅈㅇ,ᄌᄌᄋ#,특수문자 삽입
조쟁이,조쟁-이,특수문자 삽입
ㅈㅈㅇ,ᄌ ᄌᄋ,특수문자 삽입
ㅈㅈㅇ,ᄌᄌ-ᄋ,특수문자 삽입
조쟁이,조쟁이~,특수문자 삽입
ㅈㅈㅇ,ᄌ^ᄌᄋ,특수문자 삽입
ㅈㅈㅇ,ᄌᄌᄋᄋᄋᄋ,반복
조쟁이,조쟁@이,특수문자 삽입
조쟁이,^조쟁이,특수문자 삽입
ㅈㅈㅇ,ᄌᄌ◯,동형문자 변형
조쟁이,조조쟁이,반복
조쟁이,*조쟁이,특수문자 삽입
ㅈㅈㅇ,ᄌᄌᄋ%,특수문자 삽입
ㅈㅈㅇ,ᄌᄌᄌᄋ,반복
조쟁이,조~쟁이,특수문자 삽입
존나,존존존나,반복
존나,존나나나나,반복
존나,존^나,특수문자 삽입
존나,-존나,특수문자 삽입
존나,존나~,특수문자 삽입
존나,존나#,특수문자 삽입
ㅈㄴ,_ᄌᄂ,특수문자 삽입
존나,_존나,특수문자 삽입
존나,존 나,특수문자 삽입
존나,존*나,특수문자 삽입
존나,존나.,특수문자 삽입
존나,ᄌᄂ,초성화
존나,존#나,특수문자 삽입
존나,^존나,특수문자 삽입
존나,존%나,특수문자 삽입
존나,%존나,특수문자 삽입
존나,존~나,특수문자 삽입
존나,존나*,특수문자 삽입
존나,존나-,특수문자 삽입
존나,존나_,특수문자 삽입
ㅈㄴ,ᄌ.ᄂ,특수문자 삽입
존나,존나%,특수문자 삽입
존나게,존나게.,특수문자 삽입
존나게,존^나게,특수문자 삽입
ㅈㄴㄱ,ᄌ ᄂᄀ,특수문자 삽입
ㅈㄴㄱ,ᄌᄂ~ᄀ,특수문자 삽입
존나게,존나게@,특수문자 삽입
존나게,존나%게,특수문자 삽입
ㅈㄴㄱ,ᄇᄂᄀ,자판오타
존나게,존나게게게,반복
존나게,존존나게,반복
존나게,존 나게,특수문자 삽입
ㅈㄴㄱ,ᄌᄂ*ᄀ,특수문자 삽입
존나게,존_나게,특수문자 삽입
ㅈㄴㄱ,ᄌᄂᄀ~,특수문자 삽입
존나게,존나_게,특수문자 삽입
ㅈㄴㄱ,#ᄌᄂᄀ,특수문자 삽입
ㅈㄴㄱ,ᄌ*ᄂᄀ,특수문자 삽입
ㅈㄴㄱ,ᄉᄂᄀ,자판오타
ㅈㄴㄱ,ᄌᄂᄀ,동형문자 변형
존나게,존나게_,특수문자 삽입
ㅈㄴㄱ,ᄌ@ᄂᄀ,특수문자 삽입
존나게,.존나게,특수문자 삽입
존나게,_존나게,특수문자 삽입
ㅈㄴㄱ,ᄌᄂ.ᄀ,특수문자 삽입
ㅈㄴㄱ,%ᄌᄂᄀ,특수문자 삽입
존나게,존나게,특수문자 삽입
ㅈㄴㄱ,ᄌᄂᄀ_,특수문자 삽입
ㅈㄴㄱ,ᄌ#ᄂᄀ,특수문자 삽입
ㅈㄴㄱ,@ᄌᄂᄀ,특수문자 삽입
존나게,존나게#,특수문자 삽입
ㅈㄴㄱ,ᄌᄌᄌᄂᄀ,반복
존나게,존나나나게,반복
ㅈㄴㄱ,ᄌᄂᄀ@,특수문자 삽입
존나게,^존나게,특수문자 삽입
존나게,존나@게,특수문자 삽입
존나게,ᄌᄂᄀ,초성화(비한글 보존)
ㅈㄴㄱ,ᄌᄂ ᄀ,특수문자 삽입
ㅈㄴㄱ,ᄌ-ᄂᄀ,특수문자 삽입
존나게,존나~게,특수문자 삽입
존나게,*존나게,특수문자 삽입
존나게,존나*게,특수문자 삽입
존나게,존-나게,특수문자 삽입
존나게,존.나게,특수문자 삽입
존나게,존나-게,특수문자 삽입
존나게,존*나게,특수문자 삽입
ㅈㄴㄱ,ᄌ~ᄂᄀ,특수문자 삽입
존나게,~존나게,특수문자 삽입
ㅈㄴㄱ,ᄃᄂᄀ,자판오타
존나게,존@나게,특수문자 삽입
존나게,존#나게,특수문자 삽입
ㅈㄴㄱ,ᄌᄂᄀ.,특수문자 삽입
ㅈㄴㅆㅂ,ᄉᄂᄊᄇ,자판오타
존나씨발,존나#씨발,특수문자 삽입
ㅈㄴㅆㅂ,ᄌᄂᄊ@ᄇ,특수문자 삽입
ㅈㄴㅆㅂ,%ᄌᄂᄊᄇ,특수문자 삽입
ㅈㄴㅆㅂ,@ᄌᄂᄊᄇ,특수문자 삽입
ㅈㄴㅆㅂ,ᄌᄂᄊ~ᄇ,특수문자 삽입
존나씨발,존^나씨발,특수문자 삽입
ㅈㄴㅆㅂ,ᄌᄂᄊ^ᄇ,특수문자 삽입
존나씨발,존나*씨발,특수문자 삽입
ㅈㄴㅆㅂ,ᄌ~ᄂᄊᄇ,특수문자 삽입
ㅈㄴㅆㅂ,.ᄌᄂᄊᄇ,특수문자 삽입
존나씨발,존#나씨발,특수문자 삽입
존나씨발,존-나씨발,특수문자 삽입
ㅈㄴㅆㅂ,ᄌᄂ^ᄊᄇ,특수문자 삽입
ㅈㄴㅆㅂ,#ᄌᄂᄊᄇ,특수문자 삽입
존나씨발,존나씨#발,특수문자 삽입
존나씨발,-존나씨발,특수문자 삽입
ㅈㄴㅆㅂ,ᄌᄂᄊᄊᄇ,반복
존나씨발,존나씨 발,특수문자 삽입
존나씨발,존나씨발,특수문자 삽입
존나씨발,~존나씨발,특수문자 삽입
존나씨발,존나씨~발,특수문자 삽입
존나씨발,존나ss1bal,로마자 변형
